,WeightClass,RedStance,BlueStance,Age_diff,Height_diff,Reach_diff,Weight_diff,Red_wins_loss_diff,Blue_wins_loss_diff,Red_Blue_Wins_diff,Red_Blue_Loss_diff,Red_Blue_wins_loss_diff,Red_Blue_curr_streak_diff,Red_Blue_SignStrikAvg_diff,Red_Blue_SuccTDAvg_diff,Red_Blue_AvgSubAtt_diff
1193,1,1.0,1.0,-3,0.0,-5.0800000000000125,0,2,1,2,1,1,-1.0,1.3538999999999997,-0.8559999999999999,0.9
1194,1,1.0,1.0,-2,-5.0800000000000125,0.0,0,5,12,-8,-1,-7,3.0,-0.8352999999999999,-0.40720000000000023,0.10000000000000009
1195,0,1.0,1.0,-1,7.6200000000000045,2.5400000000000205,0,4,5,0,1,-1,-4.0,-0.07559999999999989,0.5991,0.5
1196,7,1.0,0.0,7,0.0,-12.700000000000017,3,10,2,14,6,8,-4.0,-1.3384000000000003,0.1482,0.0
1197,0,1.0,1.0,2,-2.539999999999992,5.0800000000000125,0,5,5,1,1,0,3.0,0.2334999999999996,0.2882999999999999,0.0
1198,6,1.0,1.0,-4,-2.539999999999992,-2.539999999999992,0,7,5,-5,-7,2,5.0,0.3416000000000001,0.19659999999999997,-0.6
1199,4,1.0,1.0,2,-5.079999999999984,-7.6200000000000045,0,6,3,6,3,3,1.0,0.4081999999999999,-0.4877999999999999,0.0
1200,3,0.0,1.0,2,0.0,5.0800000000000125,0,4,1,9,6,3,0.0,0.868,0.04140000000000002,-1.4
1201,3,1.0,1.0,7,5.079999999999984,0.0,0,4,0,4,0,4,-1.0,0.6437000000000002,-1.1776,-0.3
1202,4,1.0,0.0,-10,-2.539999999999992,5.079999999999984,0,2,0,2,0,2,2.0,0.4775999999999998,-0.1160000000000001,0.0
1203,1,1.0,1.0,-6,2.539999999999992,-5.079999999999984,10,0,-2,-1,-3,2,4.0,0.28529999999999966,0.2904,0.30000000000000004
1204,6,1.0,0.0,1,-7.6200000000000045,7.6200000000000045,20,2,1,2,1,1,2.0,-1.0972,0.2856,0.0
1205,4,1.0,1.0,-6,0.0,-12.699999999999989,0,0,-1,1,0,1,0.0,-0.2479,0.768,0.0
1206,7,1.0,1.0,2,-2.5400000000000205,5.079999999999984,9,8,5,6,3,3,-3.0,-3.6369000000000002,-0.25429999999999975,-1.6
1207,5,1.0,1.0,-1,7.619999999999976,5.0800000000000125,0,4,4,5,5,0,-5.0,-0.698,0.45899999999999996,0.4
1208,3,1.0,0.0,0,2.5400000000000205,5.079999999999984,0,2,3,-2,-1,-1,0.0,1.0627000000000004,-0.31999999999999995,1.0
1209,6,1.0,1.0,-5,-5.0800000000000125,-5.079999999999984,0,1,3,-2,0,-2,1.0,0.7970000000000002,0.27349999999999997,0.9999999999999999
1210,0,1.0,1.0,2,0.0,2.539999999999992,0,2,0,3,1,2,1.0,0.20179999999999954,0.5831999999999999,0.3
1211,6,1.0,1.0,2,2.539999999999992,2.539999999999992,-20,4,0,3,-1,4,7.0,-1.1721999999999997,0.1512,1.5
1212,3,1.0,0.0,0,7.6200000000000045,5.0800000000000125,0,0,0,-1,-1,0,0.0,0.3069000000000002,0.5920000000000002,0.0
1213,3,1.0,1.0,-6,2.5400000000000205,7.619999999999976,0,1,0,2,1,1,0.0,-0.5967999999999998,0.9857,-0.2
1214,2,1.0,1.0,-6,-7.6200000000000045,0.0,0,2,-2,-1,-5,4,1.0,1.8237,0.1643000000000001,-0.5
1215,2,0.0,1.0,3,-5.079999999999984,2.539999999999992,0,2,3,3,4,-1,-2.0,-2.2876000000000003,-0.9172000000000002,0.30000000000000004
1216,0,1.0,1.0,-10,-5.079999999999984,0.0,0,1,0,1,0,1,1.0,-1.7388000000000003,2.0928999999999998,0.30000000000000004
1217,3,1.0,1.0,3,5.079999999999984,15.240000000000009,10,-2,-2,0,0,0,0.0,-0.31530000000000014,-0.10500000000000002,-0.6
1218,0,1.0,1.0,0,5.0800000000000125,17.78,0,-1,-1,-1,-1,0,1.0,-0.09410000000000007,-0.29430000000000006,0.7
1219,4,0.0,1.0,2,0.0,-7.6200000000000045,0,3,0,2,-1,3,-1.0,-0.7041999999999999,0.4683000000000001,1.0
1220,2,1.0,1.0,2,-7.6200000000000045,-5.0800000000000125,0,5,6,-1,0,-1,0.0,-0.5924,0.12960000000000002,0.5
1221,0,1.0,0.0,1,-2.539999999999992,-7.6200000000000045,0,3,3,3,3,0,0.0,-0.1332000000000002,-0.10830000000000006,-0.20000000000000007
1222,4,1.0,1.0,-4,2.539999999999992,2.539999999999992,0,5,4,5,4,1,-6.0,0.24640000000000017,0.1182999999999999,0.0
1223,0,1.0,0.0,6,0.0,-5.079999999999984,0,1,2,2,3,-1,-4.0,-0.8981999999999997,-0.030399999999999983,0.4
1224,2,1.0,1.0,5,5.0800000000000125,15.240000000000009,0,4,1,3,0,3,-1.0,1.2176,0.1087,-0.09999999999999998
1225,0,1.0,1.0,3,-2.539999999999992,5.0800000000000125,-10,2,5,-5,-2,-3,0.0,0.40049999999999986,-0.36869999999999997,-1.2
1226,5,0.0,1.0,-5,7.6200000000000045,-10.159999999999997,-15,1,-1,1,-1,2,0.0,1.2102,-0.13419999999999999,0.0
1227,1,1.0,1.0,2,-5.0800000000000125,-5.0800000000000125,-10,6,5,3,2,1,-1.0,-0.8892999999999998,1.11,-0.39999999999999997
1228,2,1.0,1.0,-1,7.6200000000000045,0.0,0,-1,2,-1,2,-3,2.0,2.3292,-0.48460000000000003,-1.7
1229,6,1.0,1.0,6,-2.539999999999992,-5.0800000000000125,0,4,4,2,2,0,2.0,1.0842999999999998,-0.86,-0.2
1230,5,1.0,1.0,7,2.539999999999992,2.539999999999992,0,0,-2,3,1,2,1.0,-0.3600000000000001,-0.39449999999999996,-1.0
1231,0,1.0,1.0,11,7.6200000000000045,10.159999999999997,0,2,0,6,4,2,2.0,-3.0928,0.2492,0.6
1232,3,0.0,1.0,8,0.0,-2.539999999999992,15,9,4,15,10,5,-3.0,-0.8634000000000002,0.5665,0.6
1233,5,0.0,1.0,-2,-5.0800000000000125,10.159999999999997,0,3,2,1,0,1,1.0,-0.7928000000000002,0.8634,0.5
1234,1,1.0,1.0,7,-2.539999999999992,-5.0800000000000125,0,2,3,2,3,-1,0.0,-0.3232999999999999,0.06940000000000002,-1.2
1235,7,1.0,1.0,-2,0.0,5.079999999999984,15,-2,-6,-1,-5,4,1.0,-0.5356000000000001,0.045,0.0
1236,1,1.0,1.0,5,-2.539999999999992,-7.6200000000000045,0,0,0,1,1,0,0.0,-0.23819999999999975,-0.1905,-0.5
1237,3,0.0,1.0,9,-5.079999999999984,-2.5400000000000205,0,-1,-1,10,10,0,2.0,-0.3541000000000003,-0.5312000000000001,-0.1
1238,5,1.0,1.0,0,0.0,-7.6200000000000045,0,-1,-1,1,1,0,2.0,-0.7364,-1.0033999999999998,-0.29999999999999993
1239,0,0.0,1.0,2,2.539999999999992,0.0,0,0,-2,-2,-4,2,-3.0,0.4499000000000002,0.059699999999999975,-0.09999999999999998
1240,2,1.0,1.0,3,12.700000000000017,10.159999999999997,10,0,0,1,1,0,1.0,-0.6553,0.11390000000000002,0.09999999999999998
1241,6,0.0,0.0,-1,10.160000000000025,22.859999999999985,0,2,0,0,-2,2,1.0,0.9978,-0.01799999999999996,-0.3
1242,1,1.0,1.0,4,0.0,-2.539999999999992,0,3,1,2,0,2,2.0,0.5113000000000001,2.0151,-1.7
1243,5,1.0,1.0,-6,12.699999999999989,7.619999999999976,0,10,3,3,-4,7,0.0,-0.3250000000000002,-0.1872,0.1
1244,2,1.0,1.0,3,-12.700000000000017,5.0800000000000125,0,11,13,-8,-6,-2,9.0,0.008000000000000451,0.5261,-0.09999999999999998
1245,5,1.0,1.0,-3,-7.6200000000000045,-7.6200000000000045,-20,9,2,10,3,7,4.0,-0.7707000000000002,0.32920000000000005,-0.09999999999999998
1246,4,0.0,0.0,7,-2.539999999999992,5.0800000000000125,-15,6,2,12,8,4,-1.0,-0.7584999999999997,0.3874,-0.3
1247,3,1.0,0.0,3,-20.319999999999993,-15.240000000000009,0,3,4,-2,-1,-1,-5.0,-0.19169999999999954,0.20269999999999994,-1.1
1248,4,0.0,1.0,-1,-12.699999999999989,-5.079999999999984,0,8,13,-6,-1,-5,7.0,-0.7727999999999999,0.29040000000000005,0.5
1249,4,1.0,1.0,-5,12.699999999999989,2.5400000000000205,15,2,1,0,-1,1,0.0,0.1990000000000003,0.008500000000000063,0.0
1250,5,1.0,1.0,6,0.0,-5.079999999999984,0,8,2,12,6,6,0.0,-1.5748,-1.3172,-0.9
1251,5,1.0,0.0,5,-2.539999999999992,2.539999999999992,0,2,6,4,8,-4,-7.0,0.5654,-1.9098000000000002,-1.0999999999999999
1252,0,1.0,1.0,11,2.539999999999992,2.539999999999992,0,-4,4,-1,7,-8,-5.0,-1.0628000000000002,-0.3872,0.4
1253,1,1.0,1.0,5,-5.0800000000000125,-5.079999999999984,10,1,-4,4,-1,5,3.0,0.9312,0.4460999999999999,-1.4
1254,3,1.0,0.0,-6,-7.6200000000000045,5.079999999999984,0,4,2,2,0,2,2.0,0.20419999999999994,-0.635,-0.1
1255,4,1.0,1.0,7,5.0800000000000125,7.619999999999976,0,12,3,16,7,9,-1.0,-0.9307999999999998,0.4279,-1.6
1256,7,1.0,1.0,-2,2.539999999999992,0.0,22,1,-2,3,0,3,1.0,-0.9248000000000003,0.3234,0.2
1257,3,1.0,1.0,-5,-2.5400000000000205,-2.539999999999992,0,1,0,0,-1,1,-1.0,-0.28629999999999967,-0.5079,0.9
1258,1,1.0,1.0,4,5.0800000000000125,7.6200000000000045,-10,3,2,1,0,1,1.0,-1.2398,-1.48,0.29999999999999993
1259,5,1.0,1.0,2,-5.079999999999984,5.0800000000000125,0,3,2,0,-1,1,2.0,1.2149999999999996,-1.2539999999999998,-1.6
1260,6,1.0,1.0,4,10.159999999999997,0.0,20,1,1,-1,-1,0,2.0,1.4754999999999998,0.27929999999999994,0.3
1261,2,1.0,1.0,-4,-2.539999999999992,-7.6200000000000045,0,0,1,-2,-1,-1,-1.0,-0.6053000000000002,-0.7887000000000002,-1.1
1262,1,1.0,1.0,-7,5.0800000000000125,5.079999999999984,0,1,-1,3,1,2,0.0,0.4445000000000001,-0.9758,0.2
1263,0,1.0,0.0,-5,-5.0800000000000125,0.0,10,-2,-1,0,1,-1,-1.0,-0.8618,-1.9124999999999999,1.4999999999999998
1264,1,1.0,1.0,7,-7.6200000000000045,-7.6200000000000045,0,2,1,5,4,1,-2.0,-1.3741000000000003,-0.3012,-0.30000000000000004
1265,0,1.0,0.0,-4,-2.5400000000000205,-15.23999999999998,0,-1,0,-1,0,-1,-1.0,0.3546999999999998,-0.32099999999999995,0.3
1266,2,1.0,1.0,-3,12.700000000000017,5.079999999999984,0,4,6,-1,1,-2,-3.0,0.40200000000000014,-0.22360000000000002,0.0
1267,4,1.0,1.0,9,-2.539999999999992,-15.240000000000009,-15,5,6,4,5,-1,2.0,0.40669999999999984,0.14479999999999998,-0.39999999999999997
1268,5,0.0,1.0,-5,-2.539999999999992,2.539999999999992,-15,2,2,2,2,0,0.0,0.33399999999999985,0.1723,-0.6
1269,3,1.0,1.0,1,-2.539999999999992,5.0800000000000125,0,4,1,3,0,3,3.0,-0.3663000000000003,0.126,0.0
1270,5,1.0,1.0,2,-2.539999999999992,-7.6200000000000045,0,3,0,2,-1,3,3.0,-0.9087000000000001,-1.1234,2.2
1271,1,1.0,1.0,-7,-5.079999999999984,0.0,0,5,1,3,-1,4,3.0,0.06059999999999999,0.0,-1.4
1272,0,1.0,0.0,8,7.6200000000000045,7.6200000000000045,0,2,0,2,0,2,2.0,-0.28770000000000007,0.8399,0.5
1273,4,1.0,1.0,2,5.0800000000000125,2.539999999999992,0,1,2,8,9,-1,0.0,0.6657,-0.8952,-0.4
1274,2,1.0,1.0,-9,2.539999999999992,12.699999999999989,0,3,0,5,2,3,0.0,0.0040000000000000036,0.5197,0.8
1275,0,1.0,1.0,-2,2.539999999999992,5.079999999999984,0,-2,0,-2,0,-2,-3.0,-0.6802999999999997,0.1442,-0.5
1276,1,1.0,1.0,5,2.5400000000000205,12.699999999999989,0,0,1,6,7,-1,1.0,-1.0585,-0.7092,0.1
1277,5,1.0,1.0,0,15.240000000000009,17.78,0,2,0,2,0,2,-2.0,1.1427,-1.5082,0.2
1278,5,1.0,0.0,4,-2.539999999999992,0.0,0,2,1,0,-1,1,0.0,-0.3598000000000001,-0.026000000000000023,-0.7999999999999998
1279,6,1.0,1.0,13,-2.539999999999992,-10.159999999999997,0,13,2,17,6,11,4.0,-1.1313000000000002,0.26430000000000003,0.7
1280,0,0.0,1.0,6,-2.539999999999992,-5.0800000000000125,0,9,4,6,1,5,4.0,0.07840000000000003,0.0928,-0.7000000000000001
1281,0,1.0,1.0,-2,-5.079999999999984,-5.079999999999984,0,3,6,-5,-2,-3,-1.0,-0.014600000000000168,0.9871999999999999,0.4
1282,4,1.0,1.0,1,2.539999999999992,2.5400000000000205,0,1,5,-8,-4,-4,3.0,-0.1342000000000001,-0.38959999999999995,-0.6
1283,4,1.0,0.0,-10,2.539999999999992,-7.6200000000000045,0,2,3,-3,-2,-1,3.0,2.433700000000001,-0.6537000000000001,-0.49999999999999994
1284,2,1.0,1.0,1,5.079999999999984,2.5400000000000205,0,0,0,2,2,0,-2.0,-0.13150000000000017,0.46440000000000003,-0.3
1285,3,1.0,0.0,-8,0.0,-10.159999999999997,10,1,1,-1,-1,0,0.0,-1.7080000000000002,-0.508,-0.6
1286,5,1.0,1.0,0,12.700000000000017,5.0800000000000125,0,5,1,5,1,4,-1.0,-0.052200000000000024,-1.9625999999999997,0.9999999999999999
1287,1,1.0,1.0,2,5.079999999999984,7.619999999999976,0,3,1,3,1,2,0.0,-0.4657,0.725,0.8
1288,0,1.0,1.0,-12,5.079999999999984,5.0800000000000125,10,-1,-2,0,-1,1,1.0,-0.5274,2.088,0.5
1289,2,0.0,1.0,7,-2.539999999999992,-10.160000000000025,0,-1,-1,-1,-1,0,1.0,-0.012599999999999945,0.05350000000000005,-0.4
1290,7,1.0,1.0,-1,12.699999999999989,5.079999999999984,8,4,3,2,1,1,0.0,1.0865999999999998,0.28350000000000003,0.2
1291,2,1.0,1.0,2,0.0,-2.539999999999992,0,4,5,3,4,-1,-7.0,-0.4613999999999998,-1.9276,0.09999999999999998
1292,2,1.0,1.0,-1,0.0,0.0,0,1,-1,3,1,2,0.0,-0.20030000000000014,0.2376,0.5
1293,0,1.0,1.0,-5,-7.6200000000000045,0.0,0,1,0,-2,-3,1,3.0,-0.7475,2.1003,2.2
1294,0,0.0,0.0,1,5.0800000000000125,20.319999999999993,0,1,-1,2,0,2,0.0,-0.1452,0.34290000000000004,-0.3
1295,6,1.0,1.0,7,-7.6200000000000045,5.079999999999984,0,3,0,6,3,3,-1.0,1.9584000000000001,0.2079,0.2
1296,0,1.0,1.0,1,2.539999999999992,2.539999999999992,0,1,-2,0,-3,3,2.0,-1.0345,0.22420000000000007,0.6000000000000001
1297,3,1.0,1.0,2,2.539999999999992,-7.619999999999976,0,3,-1,3,-1,4,0.0,0.12439999999999996,0.17870000000000008,1.0999999999999999
1298,2,1.0,0.0,5,10.159999999999997,7.6200000000000045,10,1,0,3,2,1,2.0,0.23699999999999988,-1.3404000000000003,-0.40000000000000013
1299,3,1.0,0.0,3,5.079999999999984,2.5400000000000205,0,-2,-1,0,1,-1,-1.0,-2.0604000000000005,-1.1012,-0.8
1300,1,1.0,1.0,-1,10.159999999999997,5.0800000000000125,0,0,2,-3,-1,-2,0.0,-0.9551999999999999,-1.6139999999999999,1.5
1301,0,1.0,1.0,-9,5.079999999999984,7.6200000000000045,0,3,-2,2,-3,5,4.0,1.2268,-0.24700000000000003,-0.2
1302,4,1.0,1.0,-3,0.0,-5.079999999999984,0,0,-1,-1,-2,1,1.0,0.7728000000000004,1.7353999999999998,0.2
1303,0,1.0,0.0,-6,-2.539999999999992,-2.5400000000000205,0,2,4,-5,-3,-2,-1.0,0.6767000000000001,0.5246999999999999,1.0
1304,1,0.0,1.0,10,0.0,2.539999999999992,0,2,4,1,3,-2,1.0,0.005600000000000049,-0.4034,-0.5
1305,4,1.0,1.0,7,-2.539999999999992,0.0,-15,6,3,5,2,3,-5.0,-0.8430000000000004,-0.6527000000000002,-0.8
1306,5,1.0,1.0,5,5.0800000000000125,15.23999999999998,-15,2,1,-1,-2,1,1.0,-0.6629,-0.1152,0.2
1307,0,1.0,1.0,2,10.159999999999997,15.240000000000009,0,0,0,2,2,0,1.0,-0.5633999999999999,-0.8656000000000001,1.7999999999999998
1308,5,0.0,1.0,4,7.619999999999976,5.0800000000000125,0,0,1,3,4,-1,0.0,-0.6623000000000001,-0.4496,-1.0
1309,5,1.0,1.0,-8,15.23999999999998,15.23999999999998,0,0,-2,1,-1,2,1.0,1.2294,0.596,0.8
1310,7,1.0,1.0,-7,7.6200000000000045,10.159999999999997,-60,2,2,-1,-1,0,-1.0,-1.7006,3.6904999999999992,2.1
1311,3,1.0,0.0,7,-5.079999999999984,5.079999999999984,-15,2,1,2,1,1,0.0,-1.9379999999999995,0.27,0.0
1312,1,0.0,1.0,-3,-2.539999999999992,0.0,0,3,-1,3,-1,4,0.0,0.6817000000000002,0.10849999999999999,0.1
1313,2,0.0,1.0,-6,12.699999999999989,12.700000000000017,10,1,-1,1,-1,2,0.0,1.6650999999999998,-0.10319999999999996,1.7999999999999998
1314,0,1.0,1.0,0,-5.079999999999984,-2.539999999999992,0,0,-2,0,-2,2,0.0,-0.6883999999999999,0.09299999999999997,0.0
1315,6,1.0,1.0,9,-5.079999999999984,0.0,0,5,5,5,5,0,-3.0,-0.4249999999999998,0.35500000000000004,0.19999999999999998
1316,6,1.0,0.0,2,10.160000000000025,10.159999999999997,0,3,0,1,-2,3,-2.0,-0.6092000000000002,-1.9078999999999997,1.5
1317,1,1.0,1.0,6,-2.539999999999992,2.539999999999992,0,-1,0,-4,-3,-1,-1.0,-0.1915,-0.07489999999999997,-1.6
1318,0,1.0,1.0,5,15.23999999999998,5.0800000000000125,0,6,4,5,3,2,2.0,-0.29479999999999995,-1.0091999999999999,-0.39999999999999997
1319,3,1.0,1.0,5,0.0,0.0,0,-3,1,1,5,-4,-3.0,-1.7035999999999998,-1.8075,-1.6
1320,0,0.0,1.0,-5,-2.539999999999992,2.5400000000000205,0,1,-2,1,-2,3,3.0,-0.3037000000000001,-0.391,0.4999999999999999
1321,0,1.0,1.0,2,-5.079999999999984,-2.539999999999992,0,2,2,-1,-1,0,-3.0,-0.2348999999999999,-0.23099999999999998,0.0
1322,3,0.0,0.0,-3,-2.539999999999992,-2.5400000000000205,0,-2,2,6,10,-4,-2.0,0.9372999999999997,-0.7391,-0.3
1323,0,1.0,1.0,-4,0.0,0.0,0,0,-3,-5,-8,3,1.0,-1.8697999999999997,0.5354000000000001,1.5999999999999999
1324,0,1.0,0.0,-8,-2.539999999999992,5.0800000000000125,0,0,0,-1,-1,0,1.0,0.4877999999999998,0.2837000000000002,1.8
1325,5,0.0,1.0,-6,0.0,7.6200000000000045,0,3,2,1,0,1,1.0,-0.6315000000000001,-0.40720000000000023,-1.8
1326,3,1.0,1.0,-1,-2.539999999999992,10.159999999999997,0,12,3,14,5,9,9.0,-2.203499999999999,0.8405,2.8
1327,0,1.0,1.0,-5,10.159999999999997,5.079999999999984,10,6,5,0,-1,1,-2.0,0.69,-0.3054999999999999,0.10000000000000003
1328,3,1.0,1.0,-2,-7.6200000000000045,-12.699999999999989,-15,1,11,-12,-2,-10,1.0,0.039899999999999824,0.6881,0.0
1329,6,1.0,0.0,1,-5.0800000000000125,-10.159999999999997,0,15,7,8,0,8,1.0,0.3609,0.5687999999999999,0.19999999999999996
1330,4,1.0,1.0,3,7.6200000000000045,2.539999999999992,0,4,3,4,3,1,0.0,-0.20730000000000004,0.2808,0.6
1331,4,0.0,0.0,9,-10.159999999999997,-10.159999999999997,0,10,3,10,3,7,-1.0,0.1682999999999999,0.38999999999999996,0.3
1332,2,1.0,1.0,-1,10.159999999999997,12.699999999999989,0,3,2,2,1,1,-4.0,0.21030000000000038,-0.3981999999999999,0.4
1333,0,0.0,1.0,-3,2.539999999999992,-5.0800000000000125,0,1,2,-2,-1,-1,0.0,-0.0486000000000002,0.022399999999999975,0.10000000000000009
1334,7,0.0,1.0,-1,-5.079999999999984,-5.0800000000000125,-3,-1,2,-6,-3,-3,-4.0,-0.8089999999999999,-0.35400000000000004,-0.4
1335,4,1.0,1.0,-1,-5.0800000000000125,0.0,15,0,0,1,1,0,1.0,-1.1427,0.25,0.0
1336,0,1.0,1.0,2,0.0,-10.159999999999997,-10,4,2,2,0,2,2.0,-0.10379999999999989,0.5288999999999999,-0.2
1337,0,1.0,1.0,-4,-2.539999999999992,-2.539999999999992,10,1,0,0,-1,1,2.0,-0.37619999999999987,0.132,0.39999999999999997
1338,0,1.0,1.0,1,0.0,0.0,0,1,0,0,-1,1,1.0,-0.8774999999999997,-0.6329999999999999,-0.7
1339,1,1.0,1.0,3,-5.0800000000000125,0.0,0,-2,1,-1,2,-3,-3.0,0.1512,-0.0504,-0.3
1340,1,1.0,1.0,5,0.0,2.539999999999992,0,5,6,-3,-2,-1,-3.0,0.39620000000000033,0.11259999999999998,-0.5
1341,7,1.0,1.0,10,0.0,-2.539999999999992,10,6,0,19,13,6,2.0,-0.8330000000000002,-0.1048,-0.39999999999999997
1342,2,1.0,1.0,4,7.6200000000000045,5.0800000000000125,0,2,0,8,6,2,0.0,-0.27290000000000014,-1.4390999999999998,-0.39999999999999997
1343,3,1.0,1.0,5,-2.5400000000000205,-10.159999999999997,0,3,6,0,3,-3,-3.0,1.6129,-0.82,-1.3
1344,2,1.0,1.0,1,0.0,7.6200000000000045,0,7,0,15,8,7,0.0,-0.38090000000000024,0.9512999999999999,0.8
1345,5,0.0,0.0,-2,0.0,0.0,0,5,3,1,-1,2,-2.0,-0.15690000000000004,-0.2516999999999999,-1.5
1346,7,0.0,1.0,-1,-5.079999999999984,-7.6200000000000045,12,4,-5,1,-8,9,7.0,-0.6692,2.2068000000000003,0.8
1347,0,1.0,0.0,-7,0.0,5.0800000000000125,0,-1,0,-1,0,-1,0.0,0.5331000000000001,-0.7224999999999999,0.7999999999999999
1348,4,1.0,1.0,-1,-7.619999999999976,-7.6200000000000045,-15,0,1,0,1,-1,0.0,1.9158,0.1518,-0.2
1349,3,0.0,1.0,-3,-2.5400000000000205,2.539999999999992,0,0,-2,1,-1,2,1.0,-0.6634999999999998,2.6233999999999997,0.5
1350,0,0.0,1.0,2,-2.5400000000000205,7.6200000000000045,0,-3,-3,2,2,0,2.0,0.37040000000000006,2.2568,-0.39999999999999997
1351,0,0.0,1.0,4,7.6200000000000045,7.6200000000000045,-10,4,6,-8,-6,-2,4.0,-1.6036,-0.7365,0.5
1352,3,1.0,0.0,14,-7.6200000000000045,-5.079999999999984,0,3,3,15,15,0,-3.0,0.10680000000000012,-0.014399999999999968,-0.6
1353,0,1.0,1.0,-4,-5.0800000000000125,-7.6200000000000045,0,3,3,0,0,0,0.0,1.4180000000000001,0.00869999999999993,-0.7000000000000001
1354,2,1.0,1.0,4,0.0,5.0800000000000125,10,-1,0,1,2,-1,0.0,-0.5964000000000005,0.32280000000000003,-0.2
1355,2,1.0,1.0,-2,2.5400000000000205,7.6200000000000045,20,0,-2,0,-2,2,0.0,-0.5804,0.888,0.30000000000000004
1356,4,1.0,1.0,8,0.0,5.079999999999984,15,1,0,3,2,1,0.0,-0.2137,0.3972,0.0
1357,6,1.0,1.0,-8,5.0800000000000125,15.240000000000009,0,0,-3,2,-1,3,0.0,0.3201999999999998,-0.07200000000000001,0.8
1358,1,1.0,1.0,-6,-5.079999999999984,-5.0800000000000125,0,-2,-1,0,1,-1,-1.0,1.8589999999999998,0.667,0.0
1359,4,1.0,1.0,1,2.539999999999992,-2.539999999999992,15,-1,0,0,1,-1,-1.0,-0.6747999999999994,1.1448,1.7999999999999998
1360,6,1.0,1.0,-3,2.539999999999992,-10.159999999999997,0,-1,-2,2,1,1,4.0,1.1458000000000006,-0.5145,0.0
1361,4,1.0,1.0,-8,-10.159999999999997,-5.0800000000000125,0,0,-1,0,-1,1,1.0,1.1647000000000003,-0.2343,0.0
1362,4,1.0,1.0,-3,0.0,7.6200000000000045,0,11,8,3,0,3,-2.0,0.7487000000000001,-0.35919999999999996,0.39999999999999997
1363,5,0.0,1.0,0,0.0,10.159999999999997,15,2,1,1,0,1,1.0,1.464,0.5309999999999999,0.0
1364,4,1.0,1.0,1,5.0800000000000125,0.0,0,2,-1,4,1,3,-1.0,0.6511,-0.1708,2.0
1365,1,1.0,1.0,5,-5.0800000000000125,0.0,0,1,-2,2,-1,3,1.0,0.6315999999999997,-0.00040000000000001146,1.3
1366,2,1.0,1.0,7,5.0800000000000125,10.160000000000025,0,3,0,2,-1,3,4.0,0.4468,1.0914,1.9
1367,4,1.0,1.0,5,7.619999999999976,5.079999999999984,0,0,-1,1,0,1,0.0,1.6555000000000004,0.11019999999999996,-0.2
1368,7,1.0,1.0,-2,5.079999999999984,5.0800000000000125,0,0,3,1,4,-3,-1.0,0.16899999999999982,-0.01760000000000006,-0.30000000000000004
1369,1,1.0,1.0,10,0.0,-2.539999999999992,0,0,1,0,1,-1,0.0,-0.9117,0.005100000000000021,0.0
1370,3,1.0,1.0,4,-7.6200000000000045,-2.539999999999992,0,3,-1,5,1,4,0.0,1.2022000000000002,0.41080000000000005,0.0
1371,3,1.0,0.0,-9,-7.6200000000000045,0.0,0,-1,-3,1,-1,2,4.0,0.09600000000000009,1.4596,-0.2
1372,7,1.0,1.0,5,-17.78,-5.0800000000000125,0,0,1,0,1,-1,0.0,-0.4483999999999999,-0.0525,-0.2
1373,3,0.0,1.0,-6,-5.0800000000000125,-2.539999999999992,0,2,0,3,1,2,1.0,0.08190000000000008,-0.0645,0.30000000000000004
1374,0,1.0,1.0,0,-2.539999999999992,5.079999999999984,0,-1,-3,0,-2,2,2.0,0.2671999999999999,-0.255,0.0
1375,1,1.0,1.0,-4,-15.240000000000009,-17.78,0,1,-2,2,-1,3,1.0,-0.05619999999999992,0.8714999999999999,-0.5
1376,2,1.0,1.0,-2,-2.5400000000000205,-2.539999999999992,0,10,2,3,-5,8,9.0,1.8383000000000003,0.35059999999999997,-0.39999999999999997
1377,1,1.0,1.0,3,0.0,10.159999999999997,10,9,7,4,2,2,5.0,-0.32699999999999996,-0.25859999999999994,0.6
1378,4,1.0,1.0,8,-10.159999999999997,-10.159999999999997,-15,9,4,9,4,5,-3.0,-1.7383999999999997,-0.9842000000000001,-2.2
1379,0,1.0,1.0,-3,7.6200000000000045,7.6200000000000045,0,4,4,-3,-3,0,-4.0,-0.9088999999999998,0.055400000000000005,1.0999999999999999
1380,3,1.0,1.0,2,5.0800000000000125,0.0,0,5,3,4,2,2,0.0,-0.07919999999999994,-0.38639999999999985,0.2
1381,4,1.0,1.0,-4,10.159999999999997,5.0800000000000125,0,1,-1,1,-1,2,2.0,0.7351000000000001,-0.17649999999999993,0.3
1382,5,1.0,1.0,0,-10.159999999999997,-2.539999999999992,0,0,0,2,2,0,1.0,1.4282,3.0787999999999998,1.9
1383,1,1.0,1.0,-6,-2.5400000000000205,-2.5400000000000205,0,2,5,-6,-3,-3,-4.0,-0.3762000000000003,0.49019999999999997,-0.09999999999999998
1384,4,1.0,1.0,0,2.5400000000000205,2.5400000000000205,0,2,1,5,4,1,-2.0,-0.1634,-1.4464,0.6000000000000001
1385,7,1.0,1.0,15,-5.079999999999984,0.0,-25,1,-1,6,4,2,-1.0,-0.6032,0.7472000000000001,1.9
1386,0,1.0,1.0,7,2.5400000000000205,0.0,0,1,-1,0,-2,2,3.0,0.20579999999999998,0.8724999999999998,-0.8
