,WeightClass,RedStance,BlueStance,Age_diff,Height_diff,Reach_diff,Weight_diff,Red_wins_loss_diff,Blue_wins_loss_diff,Red_Blue_Wins_diff,Red_Blue_Loss_diff,Red_Blue_wins_loss_diff,Red_Blue_curr_streak_diff,Red_Blue_SignStrikAvg_diff,Red_Blue_SuccTDAvg_diff,Red_Blue_AvgSubAtt_diff
1000,3,0.0,1.0,5,-7.6200000000000045,-15.240000000000009,0,1,0,1,0,1,1.0,0.9494000000000002,1.9649999999999999,1.0
1001,0,1.0,1.0,2,0.0,5.079999999999984,0,-1,2,-1,2,-3,-1.0,0.06749999999999967,0.2194,0.7
1002,2,0.0,0.0,3,-5.079999999999984,-15.240000000000009,0,-1,0,0,1,-1,-1.0,0.7401000000000001,1.9040000000000001,1.0
1003,0,1.0,1.0,0,5.079999999999984,5.0800000000000125,0,0,2,-1,1,-2,-1.0,1.4933000000000003,-0.2495,-3.8
1004,5,1.0,1.0,7,-5.079999999999984,2.5400000000000205,0,2,8,-4,2,-6,0.0,-0.2791999999999999,-0.30600000000000005,-0.2
1005,3,1.0,1.0,-5,-7.6200000000000045,-5.0800000000000125,0,3,5,0,2,-2,-6.0,0.40800000000000014,0.9224999999999999,0.0
1006,0,1.0,1.0,3,2.539999999999992,2.539999999999992,0,3,1,2,0,2,2.0,-0.8537999999999999,0.5319,0.7
1007,2,0.0,0.0,1,-7.619999999999976,-2.5400000000000205,0,3,2,7,6,1,-4.0,-0.9034999999999997,-0.4439999999999999,-0.10000000000000009
1008,3,0.0,1.0,-2,-5.0800000000000125,-2.539999999999992,0,5,4,-2,-3,1,3.0,-1.6519000000000001,-0.3658,-0.19999999999999998
1009,5,1.0,0.0,1,0.0,-5.0800000000000125,0,0,2,-3,-1,-2,1.0,-1.6652,0.6906,0.9
1010,0,1.0,1.0,4,0.0,12.700000000000017,0,2,2,0,0,0,1.0,1.2649999999999997,-1.2051,-0.2
1011,4,1.0,1.0,-2,-5.079999999999984,-5.0800000000000125,0,6,2,7,3,4,2.0,-0.1382000000000001,0.05820000000000003,0.19999999999999996
1012,1,1.0,1.0,3,0.0,2.5400000000000205,0,4,2,3,1,2,1.0,0.623,-3.0208,-0.5
1013,3,1.0,1.0,5,-12.699999999999989,-2.539999999999992,0,-1,2,0,3,-3,-3.0,0.6678,1.5884,0.3
1014,4,1.0,1.0,-3,2.539999999999992,7.6200000000000045,0,3,1,2,0,2,2.0,0.05339999999999945,-1.7241999999999997,0.39999999999999997
1015,0,1.0,0.0,1,0.0,0.0,0,2,0,1,-1,2,-3.0,-0.8568000000000002,-0.004200000000000037,-0.2
1016,1,1.0,1.0,0,2.539999999999992,0.0,0,0,-1,1,0,1,0.0,0.4494999999999997,1.0356999999999998,-0.3
1017,3,1.0,1.0,-7,2.5400000000000205,12.699999999999989,0,3,3,-4,-4,0,2.0,-0.5442999999999998,-0.3242999999999999,2.1
1018,2,1.0,1.0,4,2.539999999999992,2.539999999999992,0,5,7,-1,1,-2,-6.0,-0.09019999999999984,0.09519999999999999,-0.4
1019,5,0.0,1.0,1,-2.539999999999992,-5.079999999999984,0,2,3,3,4,-1,-5.0,-1.9702,-1.267,-0.9
1020,2,0.0,1.0,3,7.6200000000000045,2.5400000000000205,0,6,4,2,0,2,2.0,-0.6900000000000006,0.33929999999999993,0.30000000000000004
1021,1,1.0,1.0,-11,5.079999999999984,0.0,0,1,-3,1,-3,4,4.0,-1.225,0.19659999999999989,1.8
1022,7,1.0,1.0,1,-2.539999999999992,5.0800000000000125,37,2,2,2,2,0,0.0,-1.1875,0.0,0.0
1023,5,1.0,1.0,-10,17.78,-2.539999999999992,0,2,-2,3,-1,4,0.0,0.5035000000000001,-0.19920000000000015,0.5
1024,5,1.0,0.0,7,0.0,-2.539999999999992,15,3,2,-1,-2,1,0.0,1.4075999999999997,-0.7435999999999999,0.0
1025,2,1.0,1.0,4,2.5400000000000205,-5.079999999999984,0,3,1,0,-2,2,0.0,2.346300000000001,-0.043399999999999994,1.0
1026,2,1.0,1.0,-3,0.0,2.539999999999992,0,0,1,2,3,-1,-2.0,0.033800000000000274,-1.0643,1.3
1027,1,0.0,1.0,-4,2.539999999999992,-5.079999999999984,10,1,0,1,0,1,1.0,2.1623,-2.6492000000000004,-0.40000000000000013
1028,4,1.0,1.0,9,-7.6200000000000045,-15.240000000000009,-15,5,6,0,1,-1,-1.0,-0.19189999999999974,-0.21259999999999998,-0.6
1029,4,0.0,0.0,-5,10.159999999999997,5.079999999999984,15,3,8,-11,-6,-5,4.0,0.9323999999999997,-0.6539,-0.3
1030,0,1.0,1.0,-3,-5.0800000000000125,-10.160000000000025,0,5,2,0,-3,3,2.0,0.2749999999999999,0.3614,-0.19999999999999996
1031,7,0.0,0.0,-1,-2.539999999999992,-22.860000000000014,7,4,3,4,3,1,-5.0,-0.8442000000000001,0.0,0.0
1032,5,1.0,1.0,0,-2.5400000000000205,2.5400000000000205,0,5,4,5,4,1,-2.0,0.9249999999999998,-0.04500000000000004,-0.7000000000000001
1033,5,0.0,0.0,6,-5.0800000000000125,-2.539999999999992,0,-1,0,3,4,-1,-1.0,-0.0717000000000001,-0.06459999999999999,-1.7999999999999998
1034,4,1.0,1.0,1,-7.6200000000000045,-10.159999999999997,0,2,2,4,4,0,-1.0,0.641,0.11599999999999999,0.3
1035,0,1.0,1.0,9,2.5400000000000205,2.539999999999992,0,-3,1,8,12,-4,0.0,-1.1986000000000003,0.2152,0.1
1036,3,1.0,1.0,1,-5.079999999999984,2.5400000000000205,0,2,2,12,12,0,1.0,-1.1592000000000002,0.07400000000000007,0.39999999999999997
1037,3,0.0,1.0,7,0.0,0.0,0,-2,2,5,9,-4,-3.0,0.6492999999999998,-1.1605,0.0
1038,2,1.0,1.0,8,-5.079999999999984,0.0,0,8,4,12,8,4,-3.0,-1.5656000000000003,-1.6225,0.30000000000000004
1039,3,0.0,1.0,1,0.0,-2.539999999999992,0,1,0,1,0,1,2.0,0.7000000000000002,2.2398,0.09999999999999998
1040,2,1.0,1.0,11,-2.539999999999992,-2.539999999999992,0,-2,1,-1,2,-3,-3.0,0.6641999999999999,-0.8688,-0.5
1041,0,1.0,1.0,-7,-2.539999999999992,-5.079999999999984,0,1,-2,1,-2,3,3.0,0.11980000000000013,0.0,0.0
1042,6,0.0,0.0,2,10.160000000000025,20.319999999999993,0,3,-2,1,-4,5,3.0,0.39929999999999977,-2.1068999999999996,0.2
1043,7,1.0,1.0,2,0.0,0.0,-10,-5,2,2,9,-7,-1.0,0.010800000000000143,-0.28500000000000003,-0.2
1044,4,1.0,1.0,-10,2.539999999999992,10.159999999999997,0,0,3,-3,0,-3,0.0,-0.27380000000000004,-0.11960000000000004,0.0
1045,4,1.0,0.0,-9,-5.079999999999984,-2.5400000000000205,0,3,2,-4,-5,1,4.0,2.3320000000000003,0.012,0.0
1046,0,1.0,1.0,-3,12.699999999999989,10.160000000000025,0,-1,-3,-1,-3,2,1.0,0.21010000000000018,-0.171,0.3
1047,0,1.0,1.0,3,-7.6200000000000045,-7.6200000000000045,0,-1,3,-2,2,-4,-5.0,0.19439999999999968,-0.05459999999999998,-0.5
1048,1,1.0,1.0,4,5.079999999999984,10.160000000000025,0,-2,2,-1,3,-4,0.0,0.0013000000000000789,-0.169,0.0
1049,1,1.0,1.0,0,7.6200000000000045,2.539999999999992,0,-1,-2,1,0,1,1.0,0.8018999999999997,-1.6075000000000002,0.5
1050,0,1.0,1.0,9,-10.159999999999997,-25.399999999999977,0,0,-1,1,0,1,1.0,-0.2796000000000003,-0.37179999999999996,0.6
1051,1,1.0,1.0,-7,2.539999999999992,10.159999999999997,0,-1,0,-1,0,-1,0.0,0.6564,2.068,0.5000000000000001
1052,0,0.0,1.0,5,-12.699999999999989,-15.240000000000009,0,1,1,0,0,0,0.0,0.39260000000000006,-0.3487,-0.7
1053,5,1.0,1.0,-2,0.0,2.539999999999992,-20,11,3,9,1,8,0.0,-1.3749000000000002,-0.164,-0.19999999999999998
1054,0,1.0,1.0,2,-7.6200000000000045,0.0,0,6,4,4,2,2,5.0,-2.1357999999999997,-0.027599999999999847,-0.2
1055,3,0.0,1.0,-3,2.539999999999992,2.539999999999992,0,14,2,17,5,12,-2.0,0.40059999999999985,-0.37820000000000004,0.4
1056,1,1.0,1.0,10,-7.6200000000000045,2.539999999999992,0,8,5,12,9,3,-8.0,-1.2767999999999997,0.6319,0.19999999999999998
1057,3,1.0,0.0,6,5.079999999999984,7.6200000000000045,0,3,4,6,7,-1,-7.0,1.6500000000000001,-0.893,-0.8999999999999999
1058,3,1.0,1.0,-2,-10.159999999999997,-2.539999999999992,0,2,3,-4,-3,-1,-1.0,0.39390000000000036,-0.21329999999999993,-0.6
1059,6,0.0,1.0,1,-2.5400000000000205,-5.079999999999984,0,3,4,-1,0,-1,-4.0,1.135,-0.371,-1.2
1060,0,1.0,1.0,-9,0.0,10.159999999999997,10,3,3,-3,-3,0,0.0,-0.17959999999999976,0.014100000000000001,0.5
1061,5,1.0,1.0,5,0.0,2.539999999999992,15,3,0,0,-3,3,1.0,-0.1473,1.9692000000000003,1.2
1062,3,1.0,1.0,0,2.539999999999992,0.0,0,1,2,2,3,-1,-1.0,-1.3641000000000003,1.036,0.9
1063,0,1.0,1.0,0,0.0,-2.539999999999992,0,-1,-1,5,5,0,0.0,1.0920999999999998,0.0782,0.2
1064,2,1.0,1.0,0,-2.539999999999992,-7.6200000000000045,0,0,-1,0,-1,1,0.0,0.5549999999999999,-0.22680000000000003,0.5
1065,1,0.0,0.0,3,-7.6200000000000045,-12.699999999999989,10,3,4,0,1,-1,-1.0,-0.22710000000000008,-2.2923,0.0
1066,6,1.0,1.0,4,10.159999999999997,-2.539999999999992,0,2,3,-1,0,-1,-2.0,2.9041,0.4268999999999999,0.3
1067,0,1.0,0.0,0,5.079999999999984,0.0,0,6,4,1,-1,2,3.0,0.5589999999999999,-0.47040000000000004,-0.6000000000000001
1068,4,1.0,0.0,0,5.0800000000000125,15.23999999999998,0,11,7,11,7,4,-5.0,-2.0534,0.585,0.1
1069,2,1.0,1.0,4,-2.539999999999992,0.0,0,-2,1,0,3,-3,-4.0,0.8320000000000001,0.5730000000000002,2.5
1070,0,0.0,1.0,0,-7.6200000000000045,-5.079999999999984,0,1,2,-1,0,-1,0.0,-0.121,1.1966,1.4000000000000001
1071,3,1.0,1.0,-10,5.0800000000000125,0.0,0,7,4,3,0,3,3.0,-0.19479999999999986,-0.5158,1.3
1072,0,0.0,1.0,-6,-10.159999999999997,0.0,0,1,-2,2,-1,3,0.0,0.12090000000000001,1.0935000000000001,-0.3
1073,1,1.0,1.0,1,-2.5400000000000205,-10.159999999999997,0,2,2,1,1,0,1.0,0.7557000000000005,0.99,0.7
1074,0,1.0,0.0,-7,5.079999999999984,5.0800000000000125,0,-1,-1,1,1,0,0.0,-0.08109999999999995,-0.09659999999999996,1.5999999999999999
1075,1,1.0,1.0,3,2.5400000000000205,0.0,0,-1,-1,-1,-1,0,0.0,-0.12839999999999996,-0.6,-1.8
1076,0,0.0,0.0,5,2.539999999999992,-5.0800000000000125,0,-1,0,0,1,-1,-1.0,0.1718000000000004,0.8087999999999999,-1.0999999999999999
1077,1,1.0,0.0,-10,-2.5400000000000205,5.0800000000000125,0,0,-2,0,-2,2,2.0,-0.4458999999999995,-0.34390000000000004,1.0
1078,2,1.0,0.0,6,7.6200000000000045,5.079999999999984,0,3,9,-2,4,-6,-10.0,0.44189999999999996,-0.324,-0.19999999999999998
1079,4,1.0,1.0,2,7.6200000000000045,-2.539999999999992,0,4,-1,8,3,5,0.0,0.5684,-0.13049999999999995,-0.09999999999999998
1080,7,1.0,1.0,1,0.0,-5.079999999999984,-5,1,-3,-1,-5,4,5.0,0.5247999999999999,0.24000000000000002,0.2
1081,5,1.0,1.0,0,10.159999999999997,2.539999999999992,0,-1,-2,0,-1,1,1.0,-0.5024000000000002,-1.9933999999999998,-0.09999999999999987
1082,6,1.0,0.0,2,5.0800000000000125,0.0,0,5,1,1,-3,4,5.0,1.0874,0.09,-0.1
1083,5,1.0,1.0,-1,-5.0800000000000125,2.5400000000000205,0,3,3,1,1,0,-1.0,1.8300999999999998,0.21340000000000003,-0.9000000000000001
1084,7,1.0,1.0,6,5.0800000000000125,5.0800000000000125,-13,7,1,17,11,6,5.0,-0.3900000000000001,-0.5005,-0.3
1085,5,1.0,1.0,-4,15.23999999999998,17.78,0,1,2,-2,-1,-1,0.0,-0.7386000000000001,-0.31900000000000006,-0.30000000000000004
1086,2,0.0,0.0,-7,2.539999999999992,-2.539999999999992,10,2,0,2,0,2,2.0,-0.15840000000000032,-0.16000000000000003,1.6999999999999997
1087,0,0.0,1.0,4,7.6200000000000045,-5.079999999999984,0,0,0,2,2,0,1.0,1.267,2.3,-0.19999999999999996
1088,1,1.0,1.0,-4,-2.539999999999992,5.0800000000000125,10,0,-1,1,0,1,0.0,-1.6445,-1.3301999999999998,1.1
1089,3,1.0,0.0,3,0.0,10.159999999999997,0,13,10,10,7,3,1.0,0.2332000000000003,-0.8227000000000001,1.6999999999999997
1090,1,1.0,1.0,-3,2.5400000000000205,10.159999999999997,10,10,9,0,-1,1,6.0,0.31030000000000024,0.15570000000000006,-0.10000000000000009
1091,1,1.0,1.0,2,-10.159999999999997,-12.699999999999989,0,6,7,0,1,-1,-4.0,-1.9301,0.7353,-0.19999999999999998
1092,3,0.0,0.0,2,0.0,5.079999999999984,0,11,3,11,3,8,3.0,0.1993999999999998,-1.1915,0.8
1093,0,1.0,1.0,1,5.079999999999984,7.6200000000000045,0,7,4,7,4,3,0.0,-1.0093999999999996,-0.44489999999999996,0.3
1094,4,1.0,1.0,5,2.539999999999992,0.0,0,9,5,7,3,4,2.0,-0.11040000000000028,-0.9861,-1.0
1095,5,1.0,0.0,3,2.5400000000000205,0.0,0,2,4,-1,1,-2,-5.0,-0.3556999999999999,1.0638,-0.3
1096,6,1.0,1.0,3,-2.539999999999992,-5.0800000000000125,0,1,2,-3,-2,-1,0.0,-0.10980000000000034,-0.6854,-1.2999999999999998
1097,4,1.0,1.0,3,-5.079999999999984,2.539999999999992,0,0,0,0,0,0,2.0,0.7714,-0.13,-0.5
1098,5,1.0,1.0,1,5.0800000000000125,-12.699999999999989,0,1,0,1,0,1,0.0,0.9854,-1.1799,-0.3
1099,0,1.0,1.0,-10,0.0,-2.539999999999992,0,2,0,0,-2,2,0.0,-0.40049999999999997,1.5669,-0.19999999999999996
1100,1,1.0,1.0,-13,-5.0800000000000125,5.0800000000000125,0,3,-1,0,-4,4,1.0,2.1549000000000005,0.4116,-0.1
1101,0,1.0,1.0,-6,2.539999999999992,-5.0800000000000125,0,3,3,1,1,0,2.0,0.0763999999999998,-0.5195000000000001,0.0
1102,1,1.0,0.0,10,0.0,0.0,10,7,4,11,8,3,-2.0,0.11039999999999983,0.37650000000000006,0.30000000000000004
1103,5,1.0,1.0,3,2.5400000000000205,7.6200000000000045,20,-1,0,-1,0,-1,-1.0,-0.8618000000000001,0.8253,0.4
1104,1,1.0,1.0,5,-5.0800000000000125,-5.0800000000000125,0,6,1,13,8,5,-5.0,-3.1512000000000002,0.6435,-0.3
1105,6,1.0,1.0,1,7.6200000000000045,2.5400000000000205,0,0,4,-1,3,-4,-4.0,-0.06720000000000015,1.4106000000000003,1.5
1106,1,1.0,1.0,-6,0.0,-5.079999999999984,0,-1,-3,-2,-4,2,2.0,0.4403999999999999,-0.008399999999999963,0.4
1107,5,0.0,1.0,-3,7.6200000000000045,7.6200000000000045,0,2,0,1,-1,2,0.0,-1.2931,-0.9083999999999997,-0.2
1108,2,1.0,1.0,0,-7.6200000000000045,-2.539999999999992,0,1,0,2,1,1,1.0,-1.1680000000000004,2.3636,0.6
1109,0,1.0,1.0,-1,-5.079999999999984,-2.539999999999992,0,2,-1,0,-3,3,0.0,-0.28100000000000014,1.0200999999999998,0.0
1110,0,1.0,1.0,-9,2.5400000000000205,5.0800000000000125,0,1,1,-1,-1,0,0.0,-0.6727999999999996,1.1045,1.9000000000000001
1111,4,1.0,1.0,12,12.700000000000017,7.6200000000000045,0,0,-1,1,0,1,2.0,-1.4310999999999998,0.2343,0.0
1112,0,1.0,1.0,-4,-2.539999999999992,0.0,0,5,4,1,0,1,3.0,-0.8490999999999997,-0.5892,1.2
1113,4,1.0,0.0,-12,15.240000000000009,20.319999999999993,0,5,11,-9,-3,-6,1.0,0.6500999999999997,-0.13079999999999997,0.09999999999999998
1114,1,1.0,0.0,3,0.0,-7.6200000000000045,0,3,-1,4,0,4,0.0,1.8740999999999999,0.5022000000000001,0.39999999999999997
1115,2,1.0,1.0,-3,7.6200000000000045,10.159999999999997,0,5,0,6,1,5,1.0,1.0634000000000001,-0.1865,-1.5
1116,3,1.0,1.0,-1,2.539999999999992,7.6200000000000045,0,0,1,0,1,-1,3.0,-0.08000000000000052,1.4681000000000002,0.4
1117,2,1.0,1.0,3,-2.5400000000000205,10.159999999999997,0,2,-1,3,0,3,3.0,0.7588000000000001,-0.3235,0.1
1118,7,1.0,1.0,-5,-10.159999999999997,-17.78,-10,2,2,-1,-1,0,0.0,-0.6567,-0.09870000000000012,-1.5999999999999999
1119,3,0.0,0.0,-3,-5.0800000000000125,-2.5400000000000205,0,1,-4,4,-1,5,2.0,-0.08999999999999986,0.06619999999999998,0.30000000000000004
1120,5,0.0,1.0,7,-2.5400000000000205,5.0800000000000125,0,6,6,3,3,0,0.0,-0.8577999999999999,-0.2990999999999999,-1.2999999999999998
1121,2,1.0,0.0,-2,-2.539999999999992,-5.0800000000000125,-10,-3,0,1,4,-3,1.0,-0.6174,-0.2949,1.7
1122,1,0.0,1.0,14,-7.6200000000000045,-12.699999999999989,0,-2,-1,1,2,-1,3.0,-1.1118,1.2485000000000002,0.4
1123,1,1.0,1.0,6,7.6200000000000045,7.6200000000000045,0,4,7,-1,2,-3,-5.0,0.27809999999999957,0.11679999999999996,0.09999999999999998
1124,5,1.0,1.0,3,0.0,12.699999999999989,-15,3,1,0,-2,2,2.0,-0.5963000000000003,-1.1234,-0.2
1125,2,1.0,1.0,-1,-2.539999999999992,2.5400000000000205,0,1,0,6,5,1,-4.0,-1.5632000000000001,0.4095,0.1
1126,5,1.0,1.0,-8,10.159999999999997,2.539999999999992,0,0,-3,1,-2,3,4.0,1.2282,0.5944999999999999,0.9
1127,7,1.0,1.0,2,0.0,-12.699999999999989,-41,1,1,2,2,0,2.0,0.45950000000000046,-0.4551,-0.6
1128,5,1.0,1.0,-4,-2.539999999999992,2.539999999999992,0,1,-1,0,-2,2,1.0,-0.3393999999999999,3.1912999999999996,2.9
1129,2,1.0,1.0,3,7.6200000000000045,2.539999999999992,0,2,4,0,2,-2,-1.0,0.0262,-0.771,-0.7
1130,4,1.0,1.0,3,7.6200000000000045,7.6200000000000045,0,1,0,4,3,1,-1.0,-0.14099999999999957,0.38699999999999996,-0.2
1131,0,1.0,1.0,-4,2.539999999999992,5.0800000000000125,0,1,1,-2,-2,0,2.0,-0.14179999999999948,-0.6859999999999999,0.8
1132,3,1.0,1.0,9,-5.079999999999984,-12.700000000000017,0,-1,1,-1,1,-2,-2.0,-0.9290000000000003,0.5394,0.6000000000000001
1133,0,0.0,1.0,-2,2.539999999999992,12.699999999999989,10,-1,2,-5,-2,-3,0.0,1.0337999999999998,-0.6785999999999999,-0.30000000000000004
1134,1,1.0,1.0,3,-10.159999999999997,0.0,0,3,2,3,2,1,0.0,-1.0390000000000004,1.5339999999999998,0.09999999999999998
1135,3,1.0,1.0,0,-12.700000000000017,-10.159999999999997,0,0,-1,1,0,1,0.0,-1.4792999999999998,0.0,0.0
1136,4,0.0,1.0,-1,2.539999999999992,0.0,0,7,10,4,7,-3,2.0,-0.15300000000000002,0.17850000000000002,0.4
1137,2,1.0,1.0,-1,-2.539999999999992,-15.240000000000009,0,5,7,-6,-4,-2,3.0,1.2350999999999996,1.5162000000000002,2.1
1138,2,1.0,0.0,-1,-2.539999999999992,-7.6200000000000045,0,6,6,4,4,0,-2.0,-1.7625999999999997,0.21289999999999992,-0.1
1139,2,1.0,1.0,3,-5.0800000000000125,-10.159999999999997,0,2,4,0,2,-2,0.0,0.3617999999999999,-0.8206000000000001,-0.2
1140,6,1.0,0.0,2,12.700000000000017,17.78,0,1,-1,0,-2,2,-1.0,0.14190000000000014,-1.9268999999999996,0.9
1141,2,1.0,0.0,-2,-12.699999999999989,-2.5400000000000205,0,4,1,0,-3,3,-1.0,-0.24139999999999961,-0.8111999999999999,-0.8
1142,2,1.0,1.0,5,-2.539999999999992,2.539999999999992,0,3,1,2,0,2,2.0,0.5453999999999999,1.9996999999999994,2.6
1143,5,1.0,1.0,0,-2.5400000000000205,-7.619999999999976,0,-1,-2,-3,-4,1,0.0,0.23460000000000014,-0.10080000000000006,-0.1
1144,7,1.0,1.0,-3,15.240000000000009,7.6200000000000045,-35,-1,-1,4,4,0,0.0,0.43520000000000003,0.2343,0.6
1145,2,1.0,1.0,-8,-10.159999999999997,-7.6200000000000045,-10,1,1,2,2,0,-2.0,0.9313999999999998,1.2988,-0.5
1146,1,1.0,1.0,5,2.539999999999992,-5.079999999999984,0,2,2,-1,-1,0,1.0,0.7752,-0.6495,0.6
1147,0,0.0,1.0,-4,-2.5400000000000205,7.619999999999976,0,0,-1,-1,-2,1,1.0,0.40659999999999985,0.15200000000000002,0.0
1148,4,1.0,1.0,-2,-5.079999999999984,-10.159999999999997,0,-2,0,-1,1,-2,-1.0,1.3797000000000001,0.3368,-0.5
1149,7,1.0,0.0,3,5.079999999999984,15.240000000000009,-19,6,5,-1,-2,1,-6.0,1.5597999999999999,0.12179999999999999,0.5
1150,5,1.0,0.0,3,0.0,-2.5400000000000205,0,10,5,6,1,5,-2.0,-0.0826,-0.44299999999999995,-0.5
1151,5,1.0,0.0,-1,12.699999999999989,-2.539999999999992,15,2,3,-2,-1,-1,-1.0,0.9890000000000001,-0.3907999999999999,1.3
1152,5,1.0,0.0,1,0.0,-2.539999999999992,0,-2,-2,4,4,0,1.0,-1.0434,-0.06659999999999999,0.0
1153,2,0.0,1.0,-2,2.539999999999992,0.0,0,0,0,0,0,0,0.0,-0.24239999999999995,0.636,0.39999999999999997
1154,2,1.0,1.0,-3,7.6200000000000045,0.0,0,0,3,-1,2,-3,-2.0,-0.3020999999999998,-0.6683,0.0
1155,5,1.0,1.0,2,5.0800000000000125,7.6200000000000045,0,0,-1,-2,-3,1,-1.0,-0.2772000000000001,1.0359999999999998,-1.0
1156,3,1.0,0.0,10,-5.0800000000000125,-10.159999999999997,0,4,1,6,3,3,3.0,-0.001200000000000312,-0.05600000000000001,0.0
1157,3,1.0,1.0,-1,7.619999999999976,12.699999999999989,0,0,0,2,2,0,-1.0,-0.264,0.12630000000000002,0.2
1158,3,0.0,1.0,-6,0.0,5.079999999999984,10,0,0,1,1,0,1.0,1.2828000000000002,-0.15880000000000005,-0.8999999999999999
1159,1,1.0,1.0,4,-7.6200000000000045,-2.5400000000000205,0,-2,1,0,3,-3,-3.0,-0.8312,-0.5069,0.2
1160,2,1.0,1.0,7,2.539999999999992,5.0800000000000125,0,0,0,2,2,0,-1.0,-0.6757999999999997,-1.6053000000000002,0.6
1161,4,1.0,0.0,5,-5.0800000000000125,5.079999999999984,0,15,9,4,-2,6,6.0,0.8468000000000002,0.819,-0.30000000000000004
1162,5,1.0,0.0,-6,-5.0800000000000125,-12.700000000000017,0,3,11,-10,-2,-8,0.0,1.5985999999999998,0.06700000000000003,-1.0
1163,1,1.0,1.0,4,2.5400000000000205,5.0800000000000125,0,15,5,14,4,10,-4.0,-0.17520000000000002,-2.0444999999999998,-0.19999999999999998
1164,1,1.0,1.0,-2,0.0,-2.5400000000000205,10,-3,-3,-1,-1,0,1.0,0.4023000000000001,-0.031,-0.39999999999999997
1165,6,1.0,1.0,-3,2.539999999999992,10.159999999999997,0,1,-3,4,0,4,4.0,-0.12980000000000014,0.22799999999999998,-1.2
1166,7,1.0,0.0,5,2.539999999999992,7.6200000000000045,-13,3,5,4,6,-2,-6.0,-0.33520000000000016,-1.7832000000000003,-0.7000000000000001
1167,3,1.0,1.0,9,7.6200000000000045,17.78,0,5,2,1,-2,3,-1.0,-1.8653000000000002,-0.3318,0.2
1168,4,1.0,1.0,-4,0.0,-17.78,0,0,-2,1,-1,2,1.0,-0.8176000000000001,-0.37680000000000013,0.7
1169,0,1.0,0.0,-4,-2.539999999999992,0.0,0,2,1,0,-1,1,1.0,-0.1524000000000001,-1.3181999999999998,0.29999999999999993
1170,1,1.0,1.0,0,0.0,5.079999999999984,0,-1,-2,1,0,1,3.0,0.9483999999999997,-0.8046,0.0
1171,0,1.0,1.0,-5,-5.0800000000000125,0.0,0,-2,0,-1,1,-2,-1.0,-0.8159999999999996,-0.1777000000000002,1.2
1172,1,1.0,1.0,-8,0.0,5.0800000000000125,0,7,11,-1,3,-4,1.0,0.8019999999999998,-0.9854999999999998,0.7000000000000001
1173,2,1.0,1.0,6,-5.0800000000000125,-5.0800000000000125,0,0,1,0,1,-1,-1.0,0.4558,0.2961,0.5
1174,0,1.0,1.0,3,0.0,-5.079999999999984,0,0,0,0,0,0,0.0,0.5617999999999999,-1.1819,-0.3
1175,6,1.0,0.0,-1,5.079999999999984,10.159999999999997,0,1,2,5,6,-1,-1.0,-1.0070000000000001,0.6014,0.1
1176,1,1.0,1.0,5,2.5400000000000205,-5.0800000000000125,0,-1,-1,0,0,0,0.0,-0.026599999999999957,-0.25850000000000006,-0.3
1177,5,1.0,0.0,-1,-2.539999999999992,-7.6200000000000045,0,2,2,-6,-6,0,0.0,0.6103000000000001,-0.5192999999999999,-1.6
1178,2,1.0,1.0,9,2.5400000000000205,7.6200000000000045,0,-4,1,5,10,-5,-5.0,0.6785999999999999,-1.1433,-0.9
1179,7,1.0,1.0,0,0.0,-2.539999999999992,29,2,1,1,0,1,1.0,0.11519999999999975,-0.17750000000000002,-0.3
1180,0,1.0,1.0,-1,-2.539999999999992,0.0,-10,2,0,2,0,2,-1.0,-0.29969999999999963,0.7128,0.30000000000000004
1181,3,0.0,1.0,3,-15.240000000000009,-7.6200000000000045,0,0,-2,6,4,2,0.0,1.3816999999999997,0.11,0.9
1182,0,0.0,1.0,-8,0.0,12.699999999999989,0,2,-1,2,-1,3,3.0,0.037699999999999845,0.34290000000000004,0.2
1183,2,1.0,1.0,6,-5.079999999999984,-5.079999999999984,0,-1,0,2,3,-1,-1.0,-0.5533999999999999,3.2746,0.9
1184,6,1.0,0.0,7,-5.079999999999984,-7.6200000000000045,0,5,4,9,8,1,-3.0,-2.0916,0.2904,0.1
1185,4,1.0,0.0,-1,0.0,0.0,0,10,5,7,2,5,-2.0,0.1514000000000002,0.3276,0.5
1186,7,1.0,1.0,-1,0.0,7.6200000000000045,34,0,0,0,0,0,0.0,-1.5376,0.0907,0.0
1187,0,1.0,1.0,8,-7.6200000000000045,2.5400000000000205,0,0,0,0,0,0,0.0,-0.8775000000000001,-0.8096,-1.8
1188,7,1.0,1.0,4,0.0,-2.539999999999992,5,2,2,0,0,0,-4.0,0.5341000000000002,-2.9175,-0.7
1189,3,1.0,1.0,-3,-2.539999999999992,-5.0800000000000125,0,0,-1,2,1,1,0.0,1.4010000000000002,-2.0580000000000003,1.0
1190,5,0.0,0.0,9,5.0800000000000125,2.539999999999992,0,-2,1,6,9,-3,-6.0,-1.0968000000000002,-0.456,0.1
1191,4,1.0,0.0,-5,7.619999999999976,10.160000000000025,0,2,-1,0,-3,3,4.0,1.3990999999999998,0.03240000000000004,0.6
1192,0,1.0,1.0,-7,-10.159999999999997,-25.400000000000006,0,1,-1,1,-1,2,1.0,-0.11129999999999973,1.2876,0.4
